soru,cevap
"Sıkıyönetim, seferberlik ve savaş hali ile ilgili madde hangi tarihte yürürlükten kaldırılmıştır?",21/1/2017 tarihinde yürürlükten kaldırılmıştır.
Anayasa değişikliği kanun teklifi hangi madde ile kabul edilmiştir?,"Çerçeve 19’uncu madde, teselsül sebebiyle çerçeve 16’ncı madde olarak kabul edilmiştir."
Madde 122 hangi kanunla yürürlükten kaldırılmıştır?,21/1/2017 tarihli ve 6771 sayılı kanunla yürürlükten kaldırılmıştır.
Anayasa değişikliği kapsamında hangi tür değişiklikler önerilmiştir?,"Anayasanın farklı maddelerinde bulunan bazı ibareler değiştirilmekte, bazı maddelere yeni ibareler eklenmekte, bazı maddelerde de bir kısım ibareler metinden çıkarılmaktadır."
Anayasa Komisyonunun kabul ettiği metinde hangi madde yürürlükten kaldırılmıştır?,122. madde yürürlükten kaldırılmıştır.
İdare hangi esaslara dayanır?,"İdare, merkezden yönetim ve yerinden yönetim esaslarına dayanır."
Kamu tüzelkişiliği nasıl kurulur?,"Kamu tüzelkişiliği, kanunla veya Cumhurbaşkanlığı kararnamesiyle kurulur."
İdare nasıl bir yapıya sahiptir?,"İdare, kuruluş ve görevleriyle bir bütündür ve kanunla düzenlenir."
İdarenin kuruluş ve görevleri neye dayanır?,"İdarenin kuruluş ve görevleri, merkezden yönetim ve yerinden yönetim esaslarına dayanır."
Kamu tüzelkişiliği nasıl kurulur?,"Kamu tüzelkişiliği, ancak kanunla veya kanunun açıkça verdiği yetkiye dayanılarak kurulur."
Türkiye'de idari yapının oluşmasında hangi ilkeler ortaya çıkmıştır?,Merkezden yönetim ve yerinden yönetim ilkeleri ortaya çıkmıştır.
İdarenin bütünlüğü ilkesi neyi sağlamaktadır?,"İdarenin bütünlüğü ilkesi, idarenin yerine getirdiği çeşitli görevlerle bu görevleri yerine getiren kuruluşlar arasında birlik sağlamaktadır."
Kamu hizmetleri hangi kuruluşlar tarafından yürütülmektedir?,"Kamu hizmetleri, genel idare, mahalli idareler ve hizmet yerinden yönetim kuruluşları tarafından yürütülmektedir."
"İdarenin bütünlüğü ilkesi gereği, ayrı tüzelkişiler eliyle görülen hizmetler nasıl bir denetime tabi tutulur?","İdarenin bütünlüğü ilkesi gereği, ayrı tüzelkişiler eliyle görülen hizmetler denetime bağlı kalacaklardır."
Kamu tüzelkişileri hangi durumda Anayasanın idareye ilişkin genel ilke ve hükümlerine tabi olur?,"Anayasa ve kanunlarda özel hüküm bulunmayan durumlarda, kamu tüzelkişileri Anayasanın idareye ilişkin genel ilke ve hükümlerine tabi olur."
Kamu tüzelkişileri nasıl kurulabilir?,Kamu tüzelkişileri ancak kanunla veya kanunun açık yetki vermesi halinde idarî işlemle kurulabilir.
Danışma Meclisi metninin 131 inci maddesi hangi madde olarak kabul edilmiştir?,Danışma Meclisi metninin 131 inci maddesi 123 üncü madde olarak kabul edilmiştir.
İdarenin kuruluş ve görevleri hangi esaslara dayanır?,Merkezden yönetim ve yerinden yönetim esaslarına dayanır.
Kamu tüzelkişiliği nasıl kurulur?,Kanunla veya Cumhurbaşkanlığı kararnamesiyle kurulur.
Üst düzey kamu görevlilerinin atanmalarına ilişkin usul ve esaslar nasıl düzenlenir?,Cumhurbaşkanlığı kararnamesiyle düzenlenir.
Anayasa değişikliği kanun teklifi hangi madde kapsamında çıkarılmıştır?,Anayasa'nın 104 üncü maddesi kapsamına alınarak teklif metninden çıkarılmıştır.
123. maddenin üçüncü fıkrasında hangi değişiklik yapılmıştır?,"""ancak kanunla veya kanunun açıkça verdiği yetkiye dayanılarak"" ibaresi ""kanunla veya Cumhurbaşkanlığı kararnamesiyle"" şeklinde değiştirilmiştir."
Cumhurbaşkanı hangi koşullar altında yönetmelik çıkarabilir?,"Cumhurbaşkanı, kendi görev alanlarını ilgilendiren kanunların ve Cumhurbaşkanlığı kararnamelerinin uygulanmasını sağlamak üzere ve bunlara aykırı olmamak şartıyla yönetmelik çıkarabilir."
Hangi yönetmeliklerin Resmî Gazetede yayımlanacağı nasıl belirlenir?,Hangi yönetmeliklerin Resmî Gazetede yayımlanacağı kanunda belirtilir.
Yönetmelik çıkarabilecek diğer kurumlar nelerdir?,"Bakanlıklar ve kamu tüzelkişileri, kendi görev alanlarını ilgilendiren konularda yönetmelik çıkarabilirler."
Yönetmelikler hangi belgelere aykırı olamaz?,"Yönetmelikler, kanunlara ve Cumhurbaşkanlığı kararnamelerine aykırı olamaz."
Yönetmeliklerin amacı nedir?,"Yönetmeliklerin amacı, ilgili kanunların ve Cumhurbaşkanlığı kararnamelerinin uygulanmasını sağlamaktır."
"Başbakanlık, bakanlıklar ve kamu tüzelkişileri hangi şartlar altında yönetmelik çıkarabilir?",Kendi görev alanlarını ilgilendiren kanunların ve tüzüklerin uygulanmasını sağlamak üzere ve bunlara aykırı olmamak şartıyla yönetmelik çıkarabilirler.
Hangi yönetmeliklerin Resmî Gazetede yayımlanacağı nasıl belirlenir?,Hangi yönetmeliklerin Resmî Gazetede yayımlanacağı kanunda belirtilir.
Yönetmeliklerin Resmî Gazete'de yayımlanmasının amacı nedir?,"Yönetmeliklerin Resmî Gazete'de yayımlanması, ilgililerinin ilgisine ulaşabilmesini sağlamak amacına yöneliktir."
Yönetmelikler hangi kuruluşlar tarafından çıkarılabilir?,"Yönetmelikler, Bakanlar Kurulu, Başbakanlık, Bakanlıklar ve kamu tüzelkişileri tarafından çıkarılabilir."
"Yönetmelikler, düzenledikleri kanun ve tüzüklere aykırı hüküm getirebilir mi?","Hayır, yönetmelikler düzenledikleri kanun ve tüzüklere aykırı hüküm getiremez."
Yönetmelikler hangi kurumlar tarafından çıkarılabilir?,"Başbakanlık, bakanlıklar ve kamu tüzelkişileri tarafından çıkarılabilir."
Yönetmelikler hangi şartla çıkarılabilir?,Kendi görev alanlarını ilgilendiren kanunların ve tüzüklerin uygulanmasını sağlamak üzere ve bunlara aykırı olmamak şartıyla çıkarılabilir.
Hangi yönetmeliklerin Resmî Gazetede yayımlanacağı nasıl belirlenir?,Hangi yönetmeliklerin Resmî Gazetede yayımlanacağı kanunda belirtilir.
Danışma Meclisi tarafından kabul edilen 132. madde hangi anayasa maddesine benzer olarak düzenlenmiştir?,1961 Anayasasının 113. maddesine benzer olarak düzenlenmiştir.
Anayasa hükmü gereği tüm yönetmeliklerin Resmî Gazetede yayımlanmasının önlenmesi neden önemlidir?,Gereksiz israfı önlemek bakımından önemlidir.
"Cumhurbaşkanı, bakanlıklar ve kamu tüzelkişileri hangi şartlar altında yönetmelikler çıkarabilir?","Cumhurbaşkanı, bakanlıklar ve kamu tüzelkişileri, kendi görev alanlarını ilgilendiren kanunların ve Cumhurbaşkanlığı kararnamelerinin uygulanmasını sağlamak üzere ve bunlara aykırı olmamak şartıyla yönetmelikler çıkarabilirler."
Hangi yönetmeliklerin Resmî Gazetede yayımlanacağı nasıl belirlenir?,Hangi yönetmeliklerin Resmî Gazetede yayımlanacağı kanunda belirtilir.
Anayasa değişiklikleri kapsamında 'Başbakanlık' ibaresi ne olarak değiştirilmiştir?,Anayasa değişiklikleri kapsamında 'Başbakanlık' ibaresi 'Cumhurbaşkanı' olarak değiştirilmiştir.
Anayasa değişiklikleri kapsamında 'tüzüklerin' ibaresi ne olarak değiştirilmiştir?,Anayasa değişiklikleri kapsamında 'tüzüklerin' ibaresi 'Cumhurbaşkanlığı kararnamelerinin' olarak değiştirilmiştir.
Anayasa değişiklikleri hangi amaçla yapılmaktadır?,"Anayasa değişiklikleri, önerilen hükümet sistemine uyum sağlamak amacıyla yapılmaktadır."
İdarenin her türlü eylem ve işlemlerine karşı ne açıktır?,Yargı yolu açıktır.
Milletlerarası tahkime hangi tür uyuşmazlıklar için gidilebilir?,Yabancılık unsuru taşıyan uyuşmazlıklar için gidilebilir.
Yüksek Askerî Şûra'nın hangi kararlarına karşı yargı yolu açıktır?,Terfi işlemleri ile kadrosuzluk nedeniyle emekliye ayırma hariç her türlü ilişik kesme kararlarına karşı yargı yolu açıktır.
İdarî işlemlere karşı açılacak davalarda süre ne zaman başlar?,Yazılı bildirim tarihinden başlar.
"İdare, kendi eylem ve işlemlerinden doğan zararı ne yapmakla yükümlüdür?",Ödemekle yükümlüdür.
İdarenin eylem ve işlemlerine karşı hangi yol açıktır?,İdarenin eylem ve işlemlerine karşı yargı yolu açıktır.
Cumhurbaşkanının hangi tür işlemleri yargı denetimi dışındadır?,Cumhurbaşkanının tek başına yapacağı işlemler yargı denetimi dışındadır.
İdarî işlemlere karşı açılacak davalarda süre ne zaman başlar?,"İdarî işlemlere karşı açılacak davalarda süre, yazılı bildirim tarihinden başlar."
Yargı yetkisi ne ile sınırlıdır?,"Yargı yetkisi, idarî eylem ve işlemlerin hukuka uygunluğunun denetimi ile sınırlıdır."
"İdare, hangi durumlarda zararı ödemekle yükümlüdür?","İdare, kendi eylem ve işlemlerinden doğan zararı ödemekle yükümlüdür."
İdarenin denetim yolları arasında en etkin olan hangisidir?,"Yargısal denetim, idarenin denetim yolları arasında en etkin olanıdır."
Cumhurbaşkanının tek başına yapabileceği işlemler yargı denetimine tabi midir?,"Hayır, Cumhurbaşkanının tek başına yapabileceği işlemler yargı denetimi dışındadır."
İdarî işlemlere karşı açılacak davalarda süre ne zaman başlar?,"İdarî işlemlere karşı açılacak davalarda süre, yazılı bildirim tarihinden başlar."
Yürütmenin durdurulması kararı verilemeyecek durumlar nelerdir?,"Olağanüstü hal, sıkıyönetim ve savaş hallerinde veya millî güvenlik, kamu düzeni ve genel sağlık nedenleri ile bazı idarî işlemler için yürütmenin durdurulması kararı verilemez."
"Yargı organı, idarî işlemlerin yerindeliğini denetleyebilir mi?","Hayır, yargı organı idarî işlemlerin yerindeliğini denetleyemez."
Yargı yetkisi hangi durumlarla sınırlıdır?,"Yargı yetkisi, idarî eylem ve işlemlerin hukuka uygunluğunun denetimi ile sınırlıdır."
Yürütmenin durdurulmasına hangi şartlarda karar verilebilir?,İdarî işlemin uygulanması halinde telafisi güç veya imkânsız zararların doğması ve idarî işlemin açıkça hukuka aykırı olması şartlarının birlikte gerçekleşmesi durumunda yürütmenin durdurulmasına karar verilebilir.
Olağanüstü hallerde yürütmenin durdurulması kararı hangi sebeplerle sınırlanabilir?,"Olağanüstü hallerde yürütmenin durdurulması kararı, sıkıyönetim, seferberlik ve savaş halinde ayrıca millî güvenlik, kamu düzeni, genel sağlık nedenleri ile sınırlanabilir."
"İdare, hangi durumlarda zararı ödemekle yükümlüdür?","İdare, kendi eylem ve işlemlerinden doğan zararı ödemekle yükümlüdür."
Yüksek Askerî Şûra'nın hangi kararları yargı denetimi dışındadır?,"Yüksek Askerî Şûra'nın, Türk Silahlı Kuvvetlerinde görevli personelin terfi ve emeklilikleriyle ilgili kararları yargı denetimi dışındadır."
Yüksek Askerî Şûra'nın kararları hangi nitelikte verilir?,Yüksek Askerî Şûra istişarî nitelikte karar verir.
926 sayılı Kanun hangi işlemleri yargı denetiminin dışında tutar?,"926 sayılı Kanun, terfi işlemi ve emekli işlemine ilişkin işlemleri yargı denetiminin dışında tutar."
125. madde üzerinde söz almak isteyen var mı?,"Hayır, söz almak isteyen yok."
125. madde oylamasının sonucu ne olmuştur?,125. madde kabul edilmiştir.
Yüksek Askerî Şûra'nın savaş hazırlığı ile ilgili çalışmaları hangi nitelikte yapılır?,Savaş hazırlığı ile ilgili çalışmalar istişarî nitelikte yapılır.
İdarenin eylem ve işlemlerine karşı hangi yol açıktır?,İdarenin her türlü eylem ve işlemlerine karşı yargı yolu açıktır.
Milletlerarası tahkime hangi tür uyuşmazlıklar için gidilebilir?,Milletlerarası tahkime ancak yabancılık unsuru taşıyan uyuşmazlıklar için gidilebilir.
Cumhurbaşkanının tek başına yapacağı işlemler yargı denetimine tabi midir?,Cumhurbaşkanının tek başına yapacağı işlemler yargı denetimi dışındadır.
İdari işlemlere karşı açılacak davalarda süre ne zaman başlar?,"İdari işlemlere karşı açılacak davalarda süre, yazılı bildirim tarihinden başlar."
Hangi durumlarda yürütmenin durdurulmasına karar verilebilir?,İdari işlemin uygulanması halinde telafisi güç veya imkânsız zararların doğması ve idari işlemin açıkça hukuka aykırı olması şartlarının birlikte gerçekleşmesi durumunda yürütmenin durdurulmasına karar verilebilir.
Tahkim şartının kabulü ile ne sağlanabilir?,"Tahkim şartının kabulü ile yabancı sermaye ve teknoloji akışı sağlanabilir, bu da işsizliğin azalmasına katkıda bulunabilir."
Yabancı sermaye açısından önemli olan nedir?,"Yabancı sermaye açısından önemli olan; demokrasinin tüm kural ve kurumlarıyla işler olması, demokrasi standardının yüksek olması ve istikrardır."
Anayasa metninde tahkim konusu ilk defa nasıl düzenlenmiştir?,Anayasa metninde tahkim konusu ilk defa düzenlenmiş ve bunun bir zorunluluk olduğu belirtilmiştir.
Millî Tahkim Kurulu oluşturulması durumunda ne olabiliriz?,Millî Tahkim Kurulu oluşturabilmemiz durumunda model ülke olabiliriz.
İdarenin eylem ve işlemlerine karşı hangi yargı yolu açıktır?,"Anayasanın 125. maddesinin birinci fıkrası doğrultusunda, idarenin her türlü eylem ve işlemlerine karşı yargı yolu açıktır."
Aynı ülkenin iki vatandaşı arasındaki ticari ihtilaflarda hangi tahkim yolları öngörülebilir?,Taraflar millî tahkim yolunu öngörebilecekleri gibi milletlerarası tahkim yolunu da öngörebilirler.
Milletlerarası tahkim hangi durumlarda söz konusu olabilir?,"Milletlerarası tahkim, ancak yabancılık unsuru içeren uyuşmazlıklarda söz konusu olabilir."
2. madde ile ilgili tekrir-i müzakere talebi ne olmuştur?,Tekrir-i müzakere talebi kabul edilmiş ve madde yeniden görüşmeye açılmıştır.
Yabancılık unsuru olan uyuşmazlıklarda hangi kuralların detaylandırılması gerektiği belirtilmiştir?,Yabancılık unsuru olan uyuşmazlıklarda uygulanacak kuralların uygulama kanununda ayrıntılı şekilde yer alması gerektiği belirtilmiştir.
Anayasa’nın 125. maddesine eklenmesi önerilen kural neydi?,Kamu hizmetleri ile ilgili imtiyaz şartlaşma ve sözleşmelerinde bunlardan doğan uyuşmazlıkların millî veya milletlerarası tahkim yoluyla çözülmesi öngörülebilir. Milletlerarası tahkime ancak yabancılık unsuru taşıyan uyuşmazlıklar için gidilebilir.
İdarenin eylem ve işlemlerine karşı hangi yol açıktır?,İdarenin her türlü eylem ve işlemlerine karşı yargı yolu açıktır.
Milletlerarası tahkim yolu hangi durumlarda öngörülebilir?,Milletlerarası tahkime ancak yabancılık unsuru taşıyan uyuşmazlıklar için gidilebilir.
Yüksek Askerî Şûranın hangi kararlarına karşı yargı yolu açıktır?,Yüksek Askerî Şûranın terfi işlemleri ile kadrosuzluk nedeniyle emekliye ayırma hariç her türlü ilişik kesme kararlarına karşı yargı yolu açıktır.
İdarî işlemlere karşı açılacak davalarda süre ne zaman başlar?,"İdarî işlemlere karşı açılacak davalarda süre, yazılı bildirim tarihinden başlar."
Yargı yetkisi hangi denetimle sınırlıdır?,"Yargı yetkisi, idarî eylem ve işlemlerin hukuka uygunluğunun denetimi ile sınırlıdır."
Yüksek Askerî Şûra kararları neden yargı denetimine açılmak istenmiştir?,"Yüksek Askerî Şûra kararları, eşitlik ilkesine aykırılık oluşturduğu ve kamuoyunda tartışmalara neden olduğu için yargı denetimine açılmak istenmiştir."
125. maddenin dördüncü fıkrasında ne vurgulanmıştır?,"125. maddenin dördüncü fıkrasında, yargı yetkisinin yerindelik denetimi şeklinde kullanılamayacağı açıkça vurgulanmıştır."
Yüksek Askerî Şûra'nın hangi kararlarına karşı yargı yolu açılması öngörülmüştür?,Yüksek Askerî Şûra'nın terfi işlemleri ile kadrosuzluk nedeniyle emekliye ayırma hariç her türlü ilişik kesme kararlarına karşı yargı yolu açılması öngörülmüştür.
Yargı yetkisinin yerindelik denetimi şeklinde kullanılmasının önüne geçilmesi neden önemlidir?,"Yargı yetkisinin yerindelik denetimi şeklinde kullanılmasının önüne geçilmesi, yürütme iktidarının negatif kullanımını engellemek ve yargı pratiğinden kaynaklanan sorunları önlemek için önemlidir."
"Anayasa Komisyonu, teklifin hangi maddesini benimsemiştir?","Anayasa Komisyonu, teklifin çerçeve 12. maddesini benimsemiştir."
Türkiye Cumhuriyeti Anayasası'nın 125. maddesine eklenen cümle neyi ifade etmektedir?,Yüksek Askerî Şuranın terfi işlemleri ile kadrosuzluk nedeniyle emekliye ayırma hariç her türlü ilişik kesme kararlarına karşı yargı yolu açıktır.
Anayasa'nın 125. maddesinin dördüncü fıkrasının birinci cümlesi nasıl değiştirilmiştir?,"Yargı yetkisi, idarî eylem ve işlemlerin hukuka uygunluğunun denetimi ile sınırlı olup, hiçbir surette yerindelik denetimi şeklinde kullanılamaz."
